row,set,Tube,weights,Line,Su,B11,Na23,Mg25,Al27,Si29,P31,S34,K39,Ca44,Mn55,Fe57,Co59,Ni60,Cu65,Zn66,As75,Se82,Rb85,Mo98,Cd114
07U3967,R5,275,0.1402,(B73_Il14H)S5,crinkled,307.8476868,141.9415951,2300.526192,19.10764531,1233.304596,4587.77181,2744.690522,7652.926754,281.1179761,5.12807852,46.50048348,0.001269895,0.236392604,2.740334476,27.06394882,0.468470757,0.400904083,4.777249935,0.172566813,0.111234111
07U4011,R5,276,0.1742,(B73_Il14H)S5,crinkled,392.2832175,180.8129324,2447.328021,32.57015965,1049.835328,3910.298044,2466.140791,6454.535871,230.5042539,8.033556749,47.35922372,0.001699649,0.22619306,2.241181532,22.88794898,0.263163881,0.357346307,2.270641907,0.124280185,0.004129308
07U4035,R5,277,0.2608,(B73_Il14H)S5,crinkled,203.9129462,88.68027181,2108.556755,13.68693765,675.4234799,3774.247448,2187.937415,3329.312391,121.2015217,5.063658333,38.37046099,0.003764888,0.130167762,0.791385633,21.06849963,0.080050875,0.22605618,1.069367586,0.131913772,0.002609682
07U4057,R5,278,0.1433,(B73_Il14H)S5,crinkled,744.8492977,325.6118073,2452.815228,58.80654858,1365.57942,4297.330242,2752.524917,5283.646062,255.2096465,7.22871531,40.87557607,0.005761079,0.226027798,1.603522429,11.54824571,0.32848432,0.548851909,5.641156035,0.221070659,0.013300144
07U4163,R5,279,0.1019,(B73_Il14H)S5,crinkled,1004.31204,439.8264321,2519.869774,82.51186478,1957.063663,4360.238492,3285.587363,6636.509465,421.410048,10.53941236,47.52222789,0.007993323,0.119526321,3.483869028,26.95952805,0.495232595,0.639353317,2.386727188,0.289685037,0.15835015
blank,R5,280,blk,blank,NA,383.6172488,171.7403906,0.550785579,28.66531343,1164.487391,46.97167146,414.5126482,17.67911524,80.50784325,0.224190783,11.19262195,0.002529623,0.011655644,0.035183128,0.175387037,0.152245548,0.514510675,0.003026784,0.022950897,0.008847018
blank,R5,281,blk,blank,NA,525.2061543,234.1862345,0.590085874,38.66222025,1099.975848,41.84380011,261.460973,15.20711041,104.8009398,0.10340343,15.00785401,0.003972518,0.036414391,0.045151746,0.200012419,0.18119444,0.346690101,0.004853431,0.022429561,0.010563143
blank,R5,282,blk,blank,NA,594.6615547,247.8187194,0.047136785,48.68545981,1083.774053,45.070816,330.4260037,13.84598797,76.97398519,0.063551216,8.723198855,0.002502515,0.07606864,0.024730877,0.076733881,0.28445438,0.290880091,0.002171665,0.013731241,0
blank,R5,283,blk,blank,NA,345.9850985,144.7590411,0.501452031,20.9302495,1211.46401,46.71287531,134.3887251,7.892736215,83.89491068,0.039631811,6.732942496,0.002157491,2.109972709,0.023962408,0.152826097,0.25281463,0.24720379,0.002563527,0.011410505,0.004547277
blank,R5,284,blk,blank,NA,627.5562003,262.3164104,1.4722077,46.41029183,1218.831933,47.74539237,36.72607465,0,81.45048181,0.047165906,8.520934946,0.004513186,0.039298575,0.051085233,0.241274378,0.331774045,0.349021866,0.00288764,0.014387248,0.004265275
blank,R5,285,blk,blank,NA,416.2520369,173.9190697,0.742638653,31.59830134,1115.766761,44.76709262,71.6933336,3.798524683,89.57792375,0.751442513,257.4401692,0.005079975,0.012689944,0.044205474,2.534903506,0.284726529,0.426661431,0.001196509,0.009708613,0.009975292
blank,R5,286,blk,blank,NA,402.6032632,179.6180912,0.049328534,33.51395271,1020.22395,39.53649874,62.15386546,7.681984391,81.85278698,0.053704046,2.789583481,0.001209198,0,0.039892231,1.399820426,0.141465119,0.267435456,0.001167376,0.012365024,0.007574659
blank,R5,287,blk,blank,NA,564.474457,244.7755407,0.612925422,46.44850109,1098.33522,42.90153632,0,7.14112055,102.1718461,0.08714218,5.949489592,0.002440842,0.014828307,0.033173652,1.55971677,0.238262451,0.318677969,0.002003411,0.020694176,0.026655498
blank,R5,288,blk,blank,NA,400.439447,174.0089416,1.720395745,32.91765297,1057.409389,41.6650951,12.59502947,8.719949823,75.17229769,0.08390568,8.075124732,0.002145801,0.018317882,0.038621728,0.437632532,0.358506908,0.353158913,0.001966286,0.009340702,0.005465646
blank,R6,289,blk,blank,NA,47.29069644,18.47183017,0.965920869,1.29909192,971.5528508,41.65141065,156.5078746,11.81757769,70.39852497,0.050965705,6.136176782,0.004737359,0.419659542,0.024027571,0.112914966,0.230301977,0.278382036,0.001539129,0.044042544,0.008463163
blank,R7,290,blk,blank,NA,38.18079135,16.66014263,0,0.392860055,967.1565927,39.35761427,68.23009543,6.054959855,66.29810666,0.088065648,12.68519728,0.015890715,0.92981569,0.019639668,0.08911588,0.274813302,0.340170736,0,0.126689983,0.001665817
blank,R8,291,blk,blank,NA,40.70020825,16.3182663,0.778643732,0.695119007,1001.54555,40.85589272,40.71146071,5.890349558,53.95937507,0.289312912,32.99839676,0.043348585,3.021020249,0.068680934,0.020720694,0.284378107,0.259948067,0,0.423008517,0.009807366
blank,R9,292,blk,blank,NA,77.42168936,32.81955842,0.671128189,2.256583972,949.8966444,42.78799654,86.86306645,7.817121353,61.9042388,0.013729285,0.530830353,0,0.059314533,0,0.020391698,0.259100455,0.32286025,0.000382549,0.014528717,0.007885892
blank,R10,293,blk,blank,NA,106.880639,41.954058,0.971227896,3.2965615,996.9595331,43.24675263,64.45398782,12.02055558,72.82602167,0.097210949,12.41697384,0.068586022,0.717832785,0.032992054,0,0.228406783,0.304415029,0.001605285,0.117255479,0.004818241
blank,R11,294,blk,blank,NA,87.29512012,34.37648578,0.823246003,3.04766828,953.9954121,41.60273796,118.2512453,9.544148062,67.72546928,0.399882508,52.12620424,0.094182657,4.09419751,0.129703436,0.205789623,0.276961475,0.266300459,0.001899418,0.67327312,0.0029721
blank,R12,295,blk,blank,NA,37.8123763,19.18837295,0.672678108,0.413550321,1010.901478,42.69405099,143.7280541,13.40391372,68.89307811,0.024303687,0,0.00064298,0.047767627,0.027464188,0.091469401,0.164933137,0.304494019,0.00155828,0.020563368,0.002975884
blank,R13,296,blk,blank,NA,38.27468867,21.69170552,0.465449686,0.574962222,932.6610549,35.99642504,210.8414538,20.39741567,70.99081373,0.033072105,4.75031083,0.001013178,0.087486443,0.00278853,0.06251353,0.307127795,0.309330426,0.000716448,0.021173496,0.004047648
blank,R14,297,blk,blank,NA,31.16899042,13.76804531,0.304200929,0.286064926,947.8242867,36.91307468,194.4788999,17.04079223,78.32742569,0.056732401,4.541599603,0.00415922,0.265145462,0.020959961,0.421641183,0.297942731,0.25009296,0.000379277,0.055763705,0.01955109
blank,R15,298,blk,blank,NA,90.16342836,38.60694911,0.869257459,1.563302862,940.4631511,38.73784729,173.5405856,24.8591245,85.44396942,0.080478185,8.418356043,0.006754879,0.445480619,0.007483624,0.677061705,0.163016727,0.32951758,0.00575903,0.09913121,0.004130417
