row,set,Tube,weights,Line,Su,B11,Na23,Mg25,Al27,Si29,P31,S34,K39,Ca44,Mn55,Fe57,Co59,Ni60,Cu65,Zn66,As75,Se82,Rb85,Mo98,Cd114
07U4057,R5,90,0.1661,(B73_Il14H)S5,round,669.4006025,328.9288609,2473.521127,56.84940244,3246.10864,4182.469741,2442.283063,3776.248961,197.5980859,8.317776429,38.95927009,0.006704351,0.162082047,1.690092426,10.76582099,0.292171784,0.306483181,3.685609892,0.22338122,0.008029002
07U4058,R5,91,0.2375,(B73_Il14H)S5,NA,300.5985895,148.6116468,2233.142155,24.85579245,1748.861184,4529.529408,2403.971406,3921.866342,130.0873997,10.18765946,30.89107789,0.004024935,0.271446039,2.090351344,21.43174869,0.209166785,0.343040179,2.54525406,0.244484938,0.05122749
07U4059,R5,92,0.2261,(B73_Il14H)S5,round,274.6588534,130.8357438,2448.206167,17.33694915,1657.798752,5257.081497,2104.107203,5458.887364,142.2930327,9.180095933,29.25722931,0.003510332,0.107377761,1.607163049,18.11297358,0.215765037,0.231684183,1.576424438,0.213282545,0.088013138
07U4060,R5,93,0.1991,Il14H,NA,431.4745006,207.4478491,2738.289183,32.90140406,2974.576088,5446.676547,2308.965193,5714.770329,160.0566676,10.24607867,35.08066391,0.00615937,0.122038786,1.310894441,21.01846741,0.239413163,0.250900983,1.679844415,0.237433142,0.066004012
07U4062,R5,94,0.2072,(B73_Il14H)S5,NA,282.9238456,136.9494195,2247.884888,22.64595055,2195.411299,3732.572917,1996.607108,3342.430046,136.5666611,7.18261836,29.82648874,0.003629446,0.115613677,0.95971188,17.33347885,0.21434077,0.179889525,1.277794553,0.236751581,0.012469985
07U4063,R5,95,0.1753,(B73_Il14H)S5,NA,457.1330691,216.566448,2103.435695,31.922837,3119.038954,4339.968349,2393.211652,5688.118923,161.7177357,8.835080332,34.15773302,0.005597029,0.219765068,3.493359607,23.6986489,0.292676054,0.402240681,2.554039899,0.197807392,0.076460465
07U4064,R5,96,0.1537,(B73_Il14H)S5,NA,658.0087865,273.2983938,2581.23545,48.50388461,4510.912114,3912.687623,2318.301517,3725.446632,191.6694098,5.265995005,37.70508568,0.005714201,0.093907132,1.247991645,23.03036175,0.331796071,0.312449036,1.969251121,0.254575797,0.008057807
07U4065,R5,97,0.1589,(B73_Il14H)S5,NA,463.8436735,226.4354655,2468.092234,36.17068372,3162.47882,3977.173671,2370.849733,3426.438163,176.622358,5.225194474,33.66590123,0.006522956,0.079570633,1.605383933,21.64809844,0.321577454,0.260108521,2.465870301,0.248830089,0.005565954
07U4066,R5,98,0.179,(B73_Il14H)S5,NA,509.5352136,240.7671286,2318.153056,43.40013305,2205.939233,4071.325799,2316.592317,4526.528969,157.6342897,6.840700596,39.45584344,0.003473959,0.404143082,1.616221627,23.27661327,0.302865439,0.175240533,1.700245814,0.140046759,0.006689029
07U4067,R5,99,0.2269,(B73_Il14H)S5,NA,308.0518667,151.8432169,2136.606568,32.25870827,1484.187538,4103.640875,2065.051829,4097.116289,122.0352582,5.964925151,26.984992,0.003316118,0.143565813,2.130151548,16.74570681,0.219192218,0.203032048,1.760644139,0.339610321,0.003686436
07U4068,R5,100,0.1827,(B73_Il14H)S5,NA,565.2254133,276.8660354,2034.230195,46.1130111,2533.282502,3660.948424,2045.333271,3372.913309,151.4808304,5.940262175,37.07263694,0.004334673,0.116897206,1.97089369,26.12712713,0.267658636,0.318348709,2.174549968,0.192367589,0.040234268
07U4069,R5,101,0.2796,(B73_Il14H)S5,NA,148.5700871,76.35646731,1883.719058,12.99926626,1241.206763,3356.471948,1806.661989,3394.491394,100.5551983,5.683504752,28.61664713,0.003875295,0.143894454,1.268676997,12.38322501,0.193003948,0.164921872,1.840875477,0.20605817,0.032723631
07U4070,R5,102,0.2249,(B73_Il14H)S5,NA,397.8581185,184.8357975,2375.909769,31.26291887,2135.39685,4306.461981,2240.252649,5214.059981,153.8720061,7.708768961,31.77894313,0.00473795,0.112940027,1.868722076,20.98667689,0.215067914,0.358265141,2.566337734,0.146061239,0.012325728
07U4071,R5,103,0.1939,(B73_Il14H)S5,NA,353.2221851,165.6846412,1904.20774,22.64648776,1748.421665,3627.697936,2080.953023,3614.588928,140.7313645,3.865550388,35.52393508,0.005536429,0.266273673,1.214149099,16.06645818,0.305418119,0.343458863,2.903986412,0.221127533,0.006280054
07U4072,R5,104,0.2318,(B73_Il14H)S5,NA,489.5437071,215.2793627,2514.581447,38.82470144,2601.929178,4270.281537,2194.075329,4438.033507,133.9961851,12.49542863,33.96524232,0.004231787,0.217109182,0.724888299,17.78398982,0.227099873,0.119081381,1.503868179,0.2504118,0.007350276
07U4073,R5,105,0.2936,(B73_Il14H)S5,NA,208.3094722,91.03600596,2156.077094,14.45736601,1608.220555,3363.591753,1888.443758,3592.329743,106.8451404,7.211188129,30.134451,0.002946415,0.194787601,1.381154191,22.37962326,0.172866911,0.189237711,2.798237342,0.127859462,0.004287609
07U4074,R5,106,0.1649,(B73_Il14H)S5,NA,590.1207456,254.0958112,2249.800667,47.03682857,3146.080039,3676.513103,2267.673098,3414.23653,179.9919488,6.194887932,32.76782701,0.006406536,0.139866921,0.845158463,17.12180084,0.355424513,0.606964036,1.507128742,0.186684256,0.008974028
07U4075,R5,107,0.2663,(B73_Il14H)S5,NA,357.381065,161.7809315,2157.696589,27.41197962,2045.592714,4229.289095,1926.893065,3850.805689,127.0211905,11.97394793,34.26287866,0.004173156,0.16182136,3.073658514,25.75301289,0.214240679,0.206305792,1.846527453,0.117043874,0.062706625
07U4076,R5,108,0.1881,Il14H,NA,372.6369453,153.9039965,2654.547601,23.02192088,2744.780612,5324.523102,2584.916839,6518.241241,164.7269468,8.746249915,32.83800081,0.00437273,0.173736979,1.851970172,22.12577848,0.320616928,0.461906532,2.690149144,0.23838007,0.090482633
07U4078,R5,109,0.2168,(B73_Il14H)S5,NA,384.2728978,179.4630383,2203.043664,43.22138463,5320.628878,3724.270686,2080.803332,4429.277865,145.768299,10.08299847,29.12026053,0.004795629,0.241549525,1.25999969,25.69649856,0.234195472,0.303844809,2.095242332,0.148213137,0.009720438
07U4079,R5,110,0.1908,(B73_Il14H)S5,NA,428.4954851,193.2692454,2130.041366,54.25199801,3465.384731,3314.171401,2555.82646,3435.196353,143.3012457,8.036970632,36.97891264,0.005138198,0.314244334,0.967806293,23.01556138,0.27174272,0.625815273,1.872899726,0.196336543,0.009080162
07U4080,R5,111,0.2667,(B73_Il14H)S5,NA,343.9889204,154.1940835,2093.912014,31.63815861,3061.622596,3213.147853,1863.763928,3402.051544,127.8865943,4.609741966,29.11382157,0.004321204,1.544525995,1.783163065,18.29900463,0.186220393,0.381720725,1.899131329,0.15019476,0.008845595
07U4081,R5,112,0.2289,(B73_Il14H)S5,NA,327.0470178,152.7181391,1735.228015,38.6549831,1650.121341,3959.428088,2056.598465,4285.188111,129.2695681,6.027556488,24.7710163,0.004201339,0.737489169,1.293881813,12.0814457,0.206081395,0.464319991,1.462240015,0.108955657,0.05196051
07U4082,R5,113,0.1841,(B73_Il14H)S5,NA,367.2717888,170.2420294,2140.42673,34.45208689,1950.978974,4146.220723,2682.617576,3480.903762,164.7372728,6.941510369,30.68879888,0.003357397,0.152703085,1.224989165,17.97739693,0.278577498,1.360517458,1.765282036,0.217929091,0.013852044
07U4083,R5,114,0.2043,(B73_Il14H)S5,NA,318.5834013,147.9141221,2039.130004,27.51849962,1945.304194,3973.951695,2459.30888,3434.382135,147.0122452,9.200162808,33.30056388,0.004731066,0.193537122,1.641365657,23.56863105,0.247310316,1.404371036,2.948617246,0.186062675,0.005648467
07U4085,R5,115,0.1965,(B73_Il14H)S5,NA,288.0727404,134.7282748,2471.10591,26.4520819,1811.145393,3818.146319,2284.979875,3079.129648,148.4258028,4.967202968,28.41284738,0.003003821,0.148613963,1.44060958,15.67533704,0.25588798,1.891288566,2.323569078,0.247308573,0.006196829
07U4086,R5,116,0.2286,(B73_Il14H)S5,NA,412.0087579,196.8657264,2092.790626,30.00305606,2450.611342,3208.44036,1947.840962,3131.599324,116.944513,5.015088839,27.75180998,0.002865309,0.179257214,1.17610689,12.17232643,0.207205804,1.212613839,1.586831586,0.144234151,0.009575054
07U4087,R5,117,0.2295,(B73_Il14H)S5,NA,274.3591559,116.4117005,2172.661183,28.71433546,1897.535879,3373.281759,1493.564817,3154.431168,121.2913033,3.916624848,30.07006918,0.002203541,0.192080986,0.751003834,14.03549256,0.183763567,4.111035656,1.234146786,0.161985185,0.004418601
07U4088,R5,118,0.1681,B73,NA,417.6599059,214.9637564,1434.447579,42.1939987,912.7157501,3235.130966,2138.858872,4420.300919,187.4958866,5.404769739,32.75464908,0.003616422,0.231681213,2.670866319,19.76005684,0.321141811,5.260616974,2.087744618,0.143279431,0.009273966
07U4089,R5,119,0.2393,(B73_Il14H)S5,NA,165.6945672,104.5422107,1818.114322,19.29590148,313.2382244,3263.170676,1804.406806,2856.271913,144.5154211,4.752638692,34.01813129,0.003351853,0.192310185,1.663503365,20.79959473,0.221623932,2.400335878,1.869284387,0.183971616,0.040829141
07U4090,R5,120,0.22,(B73_Il14H)S5,NA,268.5164357,191.1434992,1645.259599,35.66983805,393.727413,3519.235815,1921.181592,3402.649102,161.7455451,5.935356477,28.13716227,0.005565849,0.210462056,1.223395125,14.87202691,0.265174057,0.935155408,2.048624299,0.245383335,0.013488908
07U4091,R5,121,0.2098,(B73_Il14H)S5,round,222.1593729,182.6859305,1744.949509,27.47882668,315.5849361,3834.981901,1823.78124,3702.879154,233.9868829,6.669634793,38.49001628,0.023798758,0.309600095,2.361806474,33.97632332,0.350796598,1.48004178,1.755295739,0.214644617,0.007357455
07U4092,R5,122,0.21,(B73_Il14H)S5,NA,196.1300133,173.7822465,1611.672102,31.2572812,201.8896554,4059.588637,1809.749451,3714.931059,212.8296816,9.130981277,34.90146616,0.007635431,0.178777184,2.021122569,27.28388869,0.374227754,0.697060734,2.313743633,0.35172461,0.009801473
07U4093,R5,123,0.2386,(B73_Il14H)S5,NA,244.4321395,110.0556273,1802.830684,19.08795103,488.57392,3861.795812,2095.550615,2927.457844,72.38025555,5.27986479,25.92370995,0.003448811,0.173898305,0.744766863,13.92059961,0.108919754,0.326247396,1.521452043,0.142846914,0.002422164
07U4094,R5,124,0.1616,(B73_Il14H)S5,NA,638.6495335,254.836708,2471.441364,40.10253583,1047.842646,4924.866371,2453.215608,5662.606775,87.18667388,10.1462891,33.84545807,0.002833209,0.05706782,0.725959137,5.979357582,0.065496762,0.742398511,2.489774583,0.156513367,0.001348958
07U4095,R5,125,0.2138,(B73_Il14H)S5,NA,314.9545434,115.5149189,1974.933115,17.28048849,831.9348491,3820.593923,2110.410319,3128.578829,78.78979691,5.84661034,32.39876105,0.000602689,0.354009917,1.751929157,10.26580187,0.097784444,0.510552274,2.92199757,0.086646146,0.019061602
07U4096,R5,126,0.2177,(B73_Il14H)S5,NA,274.3651798,116.473515,2316.666888,20.74584221,834.4203888,4120.563111,1792.322972,4955.23022,152.4235493,6.892557787,36.64813361,0.004957445,0.450876947,2.242626626,24.78192081,0.124993528,0.417930049,3.010763607,0.204883858,0.002065811
07U4097,R5,127,0.2639,(B73_Il14H)S5,NA,233.1656741,108.3345278,2323.025619,13.65480979,652.7284197,4054.427012,1819.787173,4585.932276,181.3174518,9.701027818,35.23605929,0.002084897,0.270772279,1.606127009,20.23682256,0.124959361,0.259546969,2.421249064,0.254254919,0.011314344
07U4098,R5,128,0.123,(B73_Il14H)S5,NA,615.5377079,260.3458636,2367.444017,44.4712245,2003.92714,3705.101101,2318.933141,6119.393168,235.3326581,6.509170216,42.29235569,0.003414909,0.315986684,2.82043657,16.27252481,0.71538399,0.839012005,2.354004489,0.223482125,0
07U4099,R5,129,0.2035,(B73_Il14H)S5,NA,331.7479654,136.0513251,2233.073688,24.71883116,876.8278182,3076.430939,2015.466515,3053.792462,122.4708057,6.775201849,33.01081346,0.002744159,0.326585598,0.857170926,19.79158036,0,0.429369051,2.808504919,0.138679732,0.029493165
07U4100,R5,130,0.2004,(B73_Il14H)S5,NA,252.8976058,107.5183668,1797.666273,15.0108827,822.1919831,3124.414107,2041.999847,2720.131917,161.3007535,3.910956767,31.24769611,0.00182848,0.234004513,1.568471141,15.67928752,0.189162228,0.331226763,2.717728136,0.085558006,0.008710455
07U4101,R5,131,0.0609,(B73_Il14H)S5,NA,1019.62004,455.7472111,3377.61453,76.07897293,2884.934006,6785.841236,4928.000934,8891.216539,708.4284108,17.60558041,82.27723814,0.003926224,0.423056909,3.285688008,35.83688794,1.414492902,1.223324864,8.488179907,0.360474413,0.044548073
07U4103,R5,132,0.2261,(B73_Il14H)S5,NA,389.2100798,163.4410728,2383.179381,30.77434656,966.2502952,3613.937838,1838.72262,4262.56399,81.8604476,9.880669775,36.98637942,0.005759232,0.34108684,1.779280248,20.75075508,0.119578971,0.287853554,2.084510642,0.305816514,0.007575937
07U4104,R5,133,0.1991,Il14H,NA,277.3397234,124.2838595,2601.263112,17.99030553,832.6180459,5016.069342,2260.167663,5240.526014,301.347901,9.729154561,34.12037152,0.001894741,0.166082886,1.63388586,18.66496151,0.112815153,0.267785842,2.385017948,0.20974649,0.073430338
07U4105,R5,134,0.2501,(B73_Il14H)S5,NA,268.4290486,105.5187914,2289.169161,16.44144294,1207.023433,3616.070793,1824.911233,5168.681278,92.35135129,8.78674028,33.32633232,0.001371684,0.226855625,1.365525933,19.70431872,0.180272358,0.282007942,2.925884974,0.135159542,0.066595799
07U4106,R5,135,0.2103,(B73_Il14H)S5,NA,416.5781069,164.6022239,2071.376964,27.55055403,1307.796854,3164.38254,1607.878829,4918.578423,0,6.717101018,24.26324034,0.003208206,0.259711488,1.335405994,18.39891469,0.2479153,0.30365167,2.488049498,0.101286441,0.002215538
07U4107,R5,136,0.2176,(B73_Il14H)S5,NA,460.135225,202.8880284,2193.435942,35.95600912,719.4459432,4237.462821,2206.13647,4095.540808,171.6533049,10.93175193,34.7584736,0.00577244,0.849726343,1.577537482,28.12412385,0.163343625,0.133934296,3.201990065,0.160892542,0.041782762
07U4108,R5,137,0.2589,(B73_Il14H)S5,NA,211.0138466,87.7297902,2110.926174,12.66074341,630.5069963,3310.886923,1854.061724,3460.424233,157.4831365,5.076704663,34.1195913,0.001950533,0.301296192,1.455448553,14.17131546,0.125045731,0.143844356,1.6127262,0.167682819,0.002039565
07U4109,R5,138,0.2698,(B73_Il14H)S5,NA,225.7178846,100.395418,1734.808661,18.23950383,557.8829047,2893.048437,1814.336908,3387.246413,117.8708023,6.6612131,38.13547472,0.002711056,2.134961386,0.961725865,15.63056958,0.142039565,0.17259,2.88409414,0.131330459,0.021555237
07U4110,R5,139,0.1654,(B73_Il14H)S5,NA,348.5995228,149.4836895,2239.749997,21.88947755,1043.432026,4204.193985,2211.58954,5468.620534,241.0071572,7.837395058,32.46277023,0.002636434,0.136243779,1.746928876,21.37832558,0.263887851,0.346921082,2.241980931,0.169473663,0.054788247
07U4112,R5,140,0.2231,(B73_Il14H)S5,NA,409.9977741,177.9259201,2133.892282,25.19031357,766.3920095,4243.631646,2143.567451,4880.79063,153.3878911,9.536897336,31.28549136,0.003262081,0.304710736,1.574045107,24.13623963,0.249441046,0.240350599,3.926840419,0.207537938,0.012904391
07U4113,R5,141,0.1857,(B73_Il14H)S5,NA,324.2706081,133.8904292,1835.853901,20.22688933,930.3146451,3265.542597,2070.09451,3882.115288,238.4143088,5.67343088,35.8876278,0.004771032,0.354897468,1.61970565,21.86554812,0.251142801,0.219791161,3.65979468,0.116924441,0.04491043
07U4114,R5,142,0.1556,(B73_Il14H)S5,NA,586.8228915,252.026434,2497.094307,45.46596049,1145.240262,3886.799736,2715.239723,5494.772346,219.5712336,9.182027881,34.88004647,0.007653067,0.476749889,2.54005256,28.87381017,0.279085512,0.242646815,4.063130808,0.241685495,0.077994942
07U4115,R5,143,0.2464,(B73_Il14H)S5,NA,393.9581768,167.8325082,2138.660456,29.57641011,767.4586858,3521.108537,1972.55231,3862.014069,171.7331496,10.40606446,31.19622786,0.002765441,0.303094077,1.080446857,18.1070208,0.105349305,0.1086287,2.687016491,0.106517978,0.007644749
07U4116,R5,144,0.2403,(B73_Il14H)S5,NA,267.5763949,113.3999194,2049.437659,20.61089891,726.5992023,3521.431799,2064.477416,3248.566893,184.4695412,5.213228042,32.00985452,0.002113944,0.148412218,2.692726743,26.39781875,0.157097311,0.177110172,2.451135537,0.175468157,0.057863239
07U4118,R5,145,0.2078,(B73_Il14H)S5,NA,318.370588,134.9998035,2102.471807,23.56923347,774.5709219,4144.069176,2438.950494,4270.357248,156.8190408,4.780938864,34.10214369,0.003587142,0.33058823,2.031817141,24.6451956,0.195246495,0.18927302,2.780564718,0.139266576,0.069804545
07U4119,R5,146,0.2123,(B73_Il14H)S5,NA,315.7669512,146.7559908,1914.076071,21.48585953,729.2292867,3278.84071,1617.394548,3167.208911,196.2982963,4.693725889,26.74266477,0.002732636,0.217706344,1.489429007,19.31324294,0.086302625,0.170042322,0.797729013,0.163189537,0.001142507
07U4120,R5,147,0.1538,(B73_Il14H)S5,NA,441.9911369,201.3022358,1929.970801,35.04897466,1054.046215,3601.89168,2383.023517,4159.264651,188.521898,4.192910859,36.75217854,0.000846956,0.214829971,2.315804325,20.59392846,0.29521632,0.384393899,2.502523557,0.235978938,0.021768759
07U4121,R5,148,0.2807,(B73_Il14H)S5,NA,234.1294484,109.4161734,2321.171724,15.59268895,567.814651,3887.16518,2008.628196,3094.924943,162.1227231,8.884997385,32.49619789,0.008555444,0.280373541,1.436394045,25.66232587,0.114712888,0.171878646,2.192550774,0.160250301,0.002770274
07U4122,R5,149,0.0903,(B73_Il14H)S5,NA,592.5365853,275.3236118,1403.464324,45.50694297,1819.530972,2514.379895,2708.920872,3061.91746,285.752075,4.050889888,36.60976635,0.003661409,0.383979682,1.613677609,11.54142282,0.380817421,0.627406853,1.879640745,0.216331916,0.025749801
07U4123,R5,150,0.2511,(B73_Il14H)S5,NA,183.2404469,83.90390942,1833.501198,14.95597598,622.0935229,3438.803547,1651.752454,3098.376465,136.0010886,7.556513292,28.05500884,0.00461108,0.262744812,1.349551108,18.33945637,0.204591658,0.266983413,2.759260958,0.116295376,0.03787241
07U4124,R5,151,0.1452,(B73_Il14H)S5,NA,1633.611571,767.2289952,1483.779253,128.5722063,1108.54577,2555.292635,1867.324349,2621.621131,203.8052536,2.702609475,40.16305928,0.017444527,0.392699377,1.426762623,14.20232693,0.246477423,0.400369418,1.608247606,0.210119995,0.01508444
07U4125,R5,152,0.218,(B73_Il14H)S5,NA,567.7426884,280.3343235,2061.849424,48.79215703,758.0106567,3634.809232,2115.076208,4118.684774,203.4878087,7.436821442,34.51260699,0.009193741,0.231728655,2.406573794,25.42259668,0.166586558,0.186120065,2.386033128,0.20215916,0.097321091
07U4126,R5,153,0.1441,(B73_Il14H)S5,NA,832.0678561,434.9615527,2011.96281,70.92040526,1111.943087,4089.543281,2239.687903,6052.658594,236.6813729,7.251396639,36.064341,0.018569304,1.084057378,2.181627179,19.9069235,0.422941865,0.468966365,3.355790233,0.167080735,0.090511811
07U4127,R5,154,0.1144,(B73_Il14H)S5,NA,2284.326767,1029.520261,2519.59783,228.2237827,1423.97541,3753.521058,2694.511261,4400.608574,220.715463,7.034163578,59.45152558,0.029888101,0.341122978,1.754958486,28.56477655,0.480300694,0.370432658,3.881732823,0.37387867,0.020135977
07U4129,R5,155,0.1697,(B73_Il14H)S5,NA,1422.969069,656.3119274,2584.951446,110.8461512,937.1366647,4909.712401,2793.702753,4630.293109,209.6893632,10.83588023,41.80575987,0.020610546,0.698748491,2.304603021,24.08619634,0.126812178,0.27456423,4.136567547,0.197158242,0.093922063
07U4130,R5,156,0.1441,(B73_Il14H)S5,NA,1544.037313,665.3457223,2005.815128,133.163302,1168.763618,4084.623743,2471.472238,4914.153926,156.8239449,8.01253926,38.61196929,0.013155096,0.3207225,2.603973056,22.23583919,0.381080864,0.335768161,4.835676565,0.189351271,0.046048683
07U4131,R5,157,0.276,(B73_Il14H)S5,NA,332.8674917,139.4940187,2229.261716,26.50196994,653.1977236,3405.647118,1661.582979,3107.432033,109.8743004,4.566648734,25.14073663,0.003843275,0.278778799,0.742008507,19.76357817,0.155499704,0.245030267,2.580884074,0.131809721,0.00764982
07U4132,R5,158,0.2349,(B73_Il14H)S5,NA,326.1757048,145.6293837,1716.342743,25.76199838,757.3031733,3214.225716,2209.122228,4264.502772,149.2662672,5.664523348,34.22642146,0.004039501,0.164347379,0.949567459,26.13068165,0.294334869,0.260208974,2.163654119,0.163604629,0.005099593
07U4133,R5,159,0.195,(B73_Il14H)S5,NA,420.0618394,182.9054743,1980.345979,37.05119664,979.8144622,3432.879259,1916.132799,4040.704152,233.3025254,6.593681212,31.38110411,0.005570831,0.094671818,1.235628574,19.64489986,0.137741863,0.210498285,1.974586199,0.145478967,0.003640115
07U4134,R5,160,0.2032,Il14H,NA,373.9339685,170.9544759,2272.990547,27.84608148,869.3828518,4699.06415,2291.190092,5742.594253,296.4721991,7.160107182,29.79984255,0.004946754,0.123849815,1.753582736,20.53873193,0.184867173,0.232741614,2.989360809,0.186866703,0.050791694
07U4135,R5,161,0.2174,B73,NA,408.1165549,194.362494,1804.701285,33.60555266,885.0757438,3368.374976,2023.747214,4685.17412,167.6036891,6.27298666,30.2155959,0.004925447,0.23285103,1.359252161,18.14478187,0.230194085,0.319153322,3.165944079,0.172171714,0.00190348
07U4136,R5,162,0.1955,(B73_Il14H)S5,NA,458.2001732,216.2586593,2365.756117,36.62545031,921.3735758,4041.650157,2299.009941,5239.687239,189.6963975,10.59172455,40.14516949,0.00466656,0.392724259,2.656755637,26.74285703,0.136723267,0.31378147,4.043583548,0.157994847,0.037160048
07U4138,R5,163,0.1804,(B73_Il14H)S5,NA,473.9297158,224.3621267,1905.661951,35.71283105,1033.744778,3181.65502,2312.628596,3478.079036,171.4113,4.366819905,30.68074743,0.002102591,0.068011916,0.951090945,19.56398732,0.245111147,0.438714501,3.172361098,0.101767662,0.004191901
07U4139,R5,164,0.2189,Il14H,NA,332.9085534,144.9883264,2627.477588,27.37067535,999.5241857,5401.668489,2351.71867,6006.415885,197.1270099,7.771738964,34.59535449,0.004158907,0.166439442,1.846975641,19.34499478,0.210443872,0.257540449,4.006738114,0.182922299,0.067502504
07U4140,R5,165,0.2163,(B73_Il14H)S5,NA,432.3316314,200.7599421,2139.302089,33.00303268,975.9184693,3355.542812,2206.875866,4383.123614,209.2151566,3.966317114,31.73300346,0.003006884,0.130771434,2.03622218,12.4108285,0.168544093,0.322109819,4.295740991,0.160837042,0.006145638
07U4141,R5,166,0.2224,(B73_Il14H)S5,NA,375.1475972,170.867999,2026.17082,28.36414037,765.3231792,3744.2003,1816.46569,3771.032514,199.4314418,7.275873354,34.02975351,0.005149182,0.276472741,2.000005494,20.28466286,0.099563407,0.225416061,1.843180475,0.110204215,0.009897215
07U4142,R5,167,0.1748,(B73_Il14H)S5,NA,438.5668874,197.4341298,2234.361868,35.3274742,1075.714596,3833.980295,2090.52378,3641.06143,213.055814,6.421293825,36.46338322,0.001960495,0.117940665,1.199685172,20.87070249,0.429727507,0.348252514,2.030397634,0.157655761,0.009165607
07U4143,R5,168,0.2668,(B73_Il14H)S5,NA,301.4761526,129.8702505,2006.6205,20.86322135,659.2477016,4118.767171,2069.360186,4548.639678,178.9992119,8.524067447,34.12026451,0.002809554,0.158787455,2.205346063,21.96928446,0.120937914,0.163581869,4.296825198,0.152202827,0.061854476
07U4144,R5,169,0.179,(B73_Il14H)S5,NA,415.832873,167.34216,2253.283721,38.85767465,1267.983998,4056.951935,2242.900883,4287.438324,165.5465173,6.091334056,36.99390966,0.003564238,0.431444105,1.896172589,22.82335435,0.326976318,0.292018628,3.983849796,0.160013193,0.001740854
07U4145,R5,170,0.2048,(B73_Il14H)S5,NA,325.552808,138.9210008,2314.617499,26.61698727,846.9601435,3589.432199,1978.362558,3704.2788,225.1441584,7.634397915,33.00805348,0.004627187,0.260973512,1.728175327,16.30250343,0.271581833,0.133692903,3.180630491,0.127535504,0.00163165
07U4146,R5,171,0.1875,(B73_Il14H)S5,NA,305.0017993,126.8963274,2139.210286,29.50961657,962.3823843,3777.338146,2152.241756,4823.981247,200.1350439,9.081942445,33.75775991,0.004483431,0.178993922,1.821062454,21.11572342,0.046996629,0.206434149,2.375724506,0.188130685,0.005991953
07U4147,R5,172,0.2424,(B73_Il14H)S5,NA,298.0750151,122.7135554,2190.699248,22.54656942,694.2188792,3650.23425,1844.905602,3730.445371,157.861095,4.361174997,32.58798403,0.004758335,0.219720714,1.037507128,16.50245857,0.222326862,0.118743013,2.439238666,0.20410127,0.040465739
07U4148,R5,173,0.2721,(B73_Il14H)S5,NA,314.4479287,144.312517,1986.840721,25.62623505,606.7691701,3501.84778,2128.639365,3428.344204,122.281339,3.605424893,38.59145547,0.003705704,1.981413593,1.118117275,22.89179676,0.205054003,0.216687163,2.119194914,0.267157296,0.126551573
07U4149,R5,174,0.1627,(B73_Il14H)S5,NA,601.1925132,271.3895548,2446.330096,44.41440344,1173.458024,3981.847635,2686.583376,3586.372685,152.8498823,8.877140068,40.50231747,0.006212054,0.368977495,1.293373558,23.14719239,0.252878424,0.324017847,3.395442557,0.142933764,0.038162252
07U4150,R5,175,0.1438,(B73_Il14H)S5,NA,539.3002568,234.5649269,2024.729139,42.18366833,1199.339665,3823.67546,2593.671125,6153.303161,231.5602015,9.811102075,36.4830117,0.004777808,0.456826177,2.974488713,21.06859622,0.410829567,0.326308315,3.306795096,0.172065214,0.067571955
07U4151,R5,176,0.2018,(B73_Il14H)S5,NA,277.7369034,125.3036655,2235.371835,20.61260736,837.9461697,3895.127749,2084.999474,5774.038751,212.9632072,10.1345161,30.46715167,0.004782843,0.154682241,1.274153263,19.22963943,0.241278062,0.168586478,2.650081625,0.188943174,0.008842026
07U4152,R5,177,0.2667,(B73_Il14H)S5,NA,250.3497395,114.8041247,2099.595292,16.16375039,661.3606153,4219.014834,1951.990394,4507.867232,136.1719523,9.577668643,32.15533664,0.002549074,0.164011673,2.117694643,20.8500244,0.202383549,0.157453538,3.283020558,0.234451171,0.051173472
07U4153,R5,178,0.2156,(B73_Il14H)S5,NA,307.5755251,144.4354799,2256.884239,26.58533666,828.94496,3842.742792,2277.66128,2989.512783,139.6220707,5.438851632,33.055542,0.004776445,0.155614506,2.145905894,22.29994453,0.225425893,0.215702506,2.321109387,0.217636014,0.013586049
07U4154,R5,179,0.2217,B73,NA,413.4872189,192.5093553,1829.264831,30.07041897,823.2638523,3716.732966,2073.98313,4517.139678,422.9809345,6.798598834,32.79979489,0.002200368,0.234711382,2.591279232,20.46199008,0.08473476,0.201250117,2.245413904,0.16379087,0.007554911
07U4155,R5,180,0.2223,(B73_Il14H)S5,NA,333.450697,162.5148266,1804.510682,22.6009819,828.6207764,3605.679965,1972.264411,4188.458396,165.127678,5.161928009,31.62598592,0.002239794,0.344258368,1.817976285,13.14669878,0.184611738,0.187968732,3.534602539,0.196970267,0.009971519
07U4157,R5,181,0.2178,(B73_Il14H)S5,NA,385.9546524,164.1094455,2134.891295,42.37531047,783.6761651,3569.107115,2030.669119,3462.099311,176.4944186,6.635472385,36.42833004,0.002392269,0.141473657,1.189761703,12.3375189,0.243461779,0.227742043,1.715765593,0.167761403,0.004388883
07U4158,R5,182,0.1087,(B73_Il14H)S5,NA,836.8382282,379.9618277,2367.224126,62.75398251,1616.809492,4608.790691,2912.727165,4873.426232,293.3487429,7.963066428,44.84617705,0.010301604,0.377971845,2.110970302,26.65062646,0.382801643,0.465704099,3.309042249,0.176566418,0.018967726
